http://www.nbcnews.com/,516879,411,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/security-guard-charged-fatal-shooting-grandfather-n722156,102118,94,text/html; charset=utf-8
http://www.nbcnews.com/feature/inspiring-america,224698,114,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/real-baller-nfl-linebacker-derrick-morgan-tackles-tech-industry-n714821,86036,85,text/html; charset=utf-8
http://www.nbcnews.com/news/world/nigeria-president-muhammadu-buhari-s-absence-sparks-concern-n722306,102497,91,text/html; charset=utf-8
http://www.nbcnews.com/business/autos,127919,135,text/html; charset=utf-8
http://www.nbcnews.com/news/crime-courts,129564,127,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news,498353,167,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/gm-honda-team-create-hydrogen-powered-cars-n714556,92904,87,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/ecuador-elections-will-left-lose-another-south-american-nation-n722321,98232,91,text/html; charset=utf-8
http://www.nbcnews.com/feature,177444,204,text/html; charset=utf-8
http://www.nbcnews.com/news/world/iraq-launches-offensive-re-take-part-mosul-isis-prime-minister-n722916,104329,89,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/chicago-violence-toddler-s-killing-captured-facebook-live-city-s-n721286,113048,93,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/security-guard-charged-fatal-shooting-grandfather-n722156,42942,33,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/good-news-bad-news-fiat-chrysler-ford-report-2016-earnings-n712561,98389,86,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/inspiring-america-from-homeless-to-college-heavyweight-wrestler-866207811969,502988,168,text/html; charset=utf-8
http://www.nbcnews.com/business/consumer,127455,140,text/html; charset=utf-8
http://www.nbcnews.com/feature/debunker,362458,141,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/real-baller-nfl-linebacker-derrick-morgan-tackles-tech-industry-n714821,36964,21,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/trans-models-shine-stevie-boi-s-new-york-fashion-week-n721396,84372,87,text/html; charset=utf-8
http://www.nbcnews.com/news/world/cop-killed-30-injured-blast-near-colombia-bullfighting-ring-n723121,83341,80,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/oldest-known-pearl-harbor-veteran-104-bulks-up-for-75th-anniversary-825436739652,503604,168,text/html; charset=utf-8
http://www.nbcnews.com/storyline/nbc-news-vr,136194,123,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/school-underprivileged-girls-teaches-feminist-principles-india-n719691,111006,108,text/html; charset=utf-8
http://www.nbcnews.com/video/self-driving-semis-hit-the-road-in-texas-870931011616,323432,143,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/russian-government-anxiously-preparing-file-for-first-putin-trump-meeting-880749635811,501061,167,text/html; charset=utf-8
http://www.nbcnews.com/feature/inspiring-america/wwii-vet-gets-home-makeover-thanks-kindness-strangers-n720431,88441,82,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/new-series-other-boys-shines-spotlight-lgbtq-men-color-n722231,90947,86,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/trump-meet-detroit-ceos-tuesday-n711206,112302,93,text/html; charset=utf-8
http://www.nbcnews.com/business/consumer/who-will-end-your-parents-stuff-if-it-s-you-n721646,111336,90,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/trump-stresses-manufacturing-jobs-how-important-are-labor-costs-automakers-n716001,91602,82,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/inspiring-america-the-teen-ice-cream-mogul-who-survived-brain-surgery-846849603994,503423,168,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news-netcast/video/nightly-news-full-broadcast-february-18th-880388675557,499892,167,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/bridging-difference-over-dinner-first-100-days-n719886,105676,91,text/html; charset=utf-8
http://www.nbcnews.com/video/new-technology-is-center-stage-at-detroit-auto-show-850653763775,323176,143,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/inspiring-america-how-one-chicago-program-helps-steer-young-men-away-873894979504,503981,167,text/html; charset=utf-8
